Year,Max,Min
2006,17.7416666666667,6.79166666666667
2007,17.7818181818182,5.78181818181818
2008,18.1583333333333,5.81666666666667
2009,18.4833333333333,6.475
2010,17.9166666666667,6.90833333333333
2011,18.525,6.25
2012,18.5416666666667,6.09166666666667
2013,18.6888888888889,6.35833333333333
2014,18.4,6.66666666666667
2015,20.3333333333333,6.68333333333333
2016,19.4666666666667,6.76666666666667
2017,19.5083333333333,6.325
2018,18.1125,6.71111111111111
2019,17.2,6.7
2020,19.58,7.4
