Year,Max,Min
2007,28.5416666666667,12.5083333333333
2008,28.375,12.3833333333333
2009,28.7,13.4833333333333
2010,27.7416666666667,13.725
2011,27.9333333333333,14
2012,27.9583333333333,13.3333333333333
2013,28.1166666666667,13.325
2014,28.45,13.6666666666667
2015,29.1583333333333,14.1
2016,30.2333333333333,14.3416666666667
2017,30.6333333333333,13.075
2018,29.25,13.95
2019,29.98,11.52
2020,31.225,11.825
