Year,Max,Min
2010,21.975,11.9
2011,23.2333333333333,12.025
2012,21.975,11.6625
2013,21.7,11.4363636363636
2014,22.7916666666667,11.4166666666667
2015,23.63,11.8090909090909
2016,23.3833333333333,12.6
2017,23.46,12.9833333333333
2018,22.4,12.3625
2019,21.4,12.0285714285714
