Year,Max,Min
2011,24.975,10.225
2012,22.5454545454545,11.3090909090909
2013,23.1666666666667,12.3583333333333
2014,23.8416666666667,12.4416666666667
2015,24.7,12.79
2016,24.6166666666667,13.0333333333333
2017,25.0416666666667,12.6583333333333
2018,25.0545454545455,13.0727272727273
2019,24.36,13.02
2020,24.0375,13.025
