,
1995,22.083333
1996,21.775
1997,21.533333
1998,22.0375
1999,21.554167
2000,21.726364
2001,21.604167
2002,22.875
2003,22.05
2004,21.658333
2005,22.0625
2006,22.016667
2007,21.8625
2008,21.729167
2009,22.55
2010,22.0875
2011,22.283333
2012,22.395833
2013,22.541667
2014,22.591667
2015,23.175
2016,22.675
2017,22.508333
2018,22.408333
2019,21.691667
2020,22.6875
