Year,Max,Min
2007,31.1,10.5
2008,31.32,13.88
2009,34.275,15.2916666666667
2010,32.0666666666667,12.6333333333333
2011,31.4,13.825
2012,32.9333333333333,16.5181818181818
2013,33.2916666666667,17.1083333333333
2014,32.1,14.5666666666667
2015,34.1583333333333,16.2583333333333
2016,32.825,18.1666666666667
2017,33.4181818181818,16.4
2018,32.9555555555556,17.74
2019,32.8333333333333,17.2666666666667
2020,32.75,17.8
