1995,27.0333333333333,1995,12.3583333333333
1996,26.725,1996,12.0416666666667
1997,27.2833333333333,1997,12.4916666666667
1998,27.575,1998,13.1166666666667
1999,27.29,1999,12.36
2000,27.7583333333333,2000,11.575
2001,27.7083333333333,2001,12.1666666666667
2002,28.45,2002,13.175
2003,28.05,2003,12.7083333333333
2004,28.1833333333333,2004,12.5333333333333
2005,28.1666666666667,2005,12.1833333333333
2006,27.8833333333333,2006,12.9
2007,27.7833333333333,2007,12.7
2008,27.7,2008,12.225
2009,28.5333333333333,2009,12.9083333333333
2010,27.5083333333333,2010,13.0083333333333
2011,27.875,2011,12.6833333333333
2012,28.125,2012,12.2166666666667
2013,27.375,2013,12.8
2014,27.4416666666667,2014,12.925
2015,28.7416666666667,2015,13.5416666666667
2016,27.9166666666667,2016,13.8666666666667
2017,30.21,2017,13.92
2018,26.6428571428571,2018,13.4142857142857
2019,26.3777777777778,2019,12.5777777777778
2020,27.125,2020,14.1375
