Year,Max,Min
2006,24.6125,11.375
2007,25.62,10.75
2008,25.81,10.67
2009,27.4,10.45
2010,26.2444444444444,11.3444444444444
2011,26.4818181818182,10.8
2012,26.56,10.16
2013,25.975,10.825
2014,26.4875,11.1125
2015,26.7285714285714,9.25714285714286
2016,26.2090909090909,15.4
2017,25.9636363636364,12.2545454545455
2018,25.45,10.025
2019,27.575,11.15
2020,26.15,11.1
