Year,Max,Min
2007,22.3,0.3
2008,22.4666666666667,6.3
2009,22.7545454545455,7.11818181818182
2010,22.3333333333333,6.90833333333333
2011,22.85,6.3
2012,23.075,6.53333333333333
2013,22.3916666666667,7.775
2014,22.7833333333333,6.96666666666667
2015,23.3666666666667,7.38333333333333
2016,22.925,8.45
2017,22.95,9.3
2018,22.6833333333333,8.85
2019,24.8,10.2
2020,24.4,10.05
